# English lemma observations — DERIVED DATA, see ATTRIBUTION.md
# reference: Stanford CoreNLP 4.5.10 lemma annotator (Morpha)
# generated: 2026-08-21T14:35:12.274882Z  tokens=272154  rawObservations=272154  aggregated=181750
# format: word, prevLemma, nextLemma, lemma, count ; '-' = sentence edge ; lemmas/words as CoreNLP emitted them
# word	prevLemma	nextLemma	lemma	count
containment	container	contakion	containment	1
contakion	containment	contaminable	contakion	1
contaminable	contakion	contaminant	contaminable	1
contaminant	contaminable	contaminate	contaminant	1
contaminate	contaminant	contamination	contaminate	1
contamination	contaminate	contaminative	contamination	1
contaminative	contamination	contaminator	contaminative	1
contaminator	contaminative	contaminous	contaminator	1
contaminous	contaminator	contangential	contaminous	1
contangential	contaminous	contango	contangential	1
contango	contangential	conte	contango	1
conte	contango	contect	conte	1
contect	conte	contection	contect	1
contection	contect	contemn	contection	1
contemn	contection	contemner	contemn	1
contemner	contemn	contemnible	contemner	1
contemnible	contemner	contemnibly	contemnible	1
contemnibly	contemnible	contemning	contemnibly	1
contemning	contemnibly	contemningly	contemning	1
contemningly	contemning	contemnor	contemningly	1
contemnor	contemningly	contemper	contemnor	1
contemper	contemnor	contemperate	contemper	1
contemperate	contemper	contemperature	contemperate	1
contemperature	contemperate	contemplable	contemperature	1
contemplable	contemperature	contemplamen	contemplable	1
contemplamen	contemplable	contemplant	contemplamen	1
contemplant	contemplamen	contemplate	contemplant	1
contemplate	contemplant	contemplatingly	contemplate	1
contemplatingly	contemplate	contemplation	contemplatingly	1
contemplation	contemplatingly	contemplatist	contemplation	1
contemplatist	contemplation	contemplative	contemplatist	1
contemplative	contemplatist	contemplatively	contemplative	1
contemplatively	contemplative	contemplativeness	contemplatively	1
contemplativeness	contemplatively	contemplator	contemplativeness	1
contemplator	contemplativeness	contemplature	contemplator	1
contemplature	contemplator	contemporanean	contemplature	1
contemporanean	contemplature	contemporaneity	contemporanean	1
contemporaneity	contemporanean	contemporaneous	contemporaneity	1
contemporaneous	contemporaneity	contemporaneously	contemporaneous	1
contemporaneously	contemporaneous	contemporaneousness	contemporaneously	1
contemporaneousness	contemporaneously	contemporarily	contemporaneousness	1
contemporarily	contemporaneousness	contemporariness	contemporarily	1
contemporariness	contemporarily	contemporary	contemporariness	1
contemporary	contemporariness	contemporize	contemporary	1
contemporize	contemporary	contempt	contemporize	1
contempt	contemporize	contemptful	contempt	1
contemptful	contempt	contemptibility	contemptful	1
contemptibility	contemptful	contemptible	contemptibility	1
contemptible	contemptibility	contemptibleness	contemptible	1
contemptibleness	contemptible	contemptibly	contemptibleness	1
contemptibly	contemptibleness	contemptuous	contemptibly	1
contemptuous	contemptibly	contemptuously	contemptuous	1
contemptuously	contemptuous	contemptuousness	contemptuously	1
contemptuousness	contemptuously	contendent	contemptuousness	1
contendent	contemptuousness	contender	contendent	1
contender	contendent	contending	contender	1
contending	contender	contendingly	contending	1
contendingly	contending	contendress	contendingly	1
contendress	contendingly	content	contendress	1
content	contendress	contentable	content	1
contentable	content	contented	contentable	1
contented	contentable	contentedly	contented	1
contentedly	contented	contentedness	contentedly	1
contentedness	contentedly	contentful	contentedness	1
contentful	contentedness	contention	contentful	1
contention	contentful	contentional	contention	1
contentional	contention	contentious	contentional	1
contentious	contentional	contentiously	contentious	1
contentiously	contentious	contentiousness	contentiously	1
contentiousness	contentiously	contentless	contentiousness	1
contentless	contentiousness	contently	contentless	1
contently	contentless	contentment	contently	1
contentment	contently	contentness	contentment	1
contentness	contentment	contents	contentness	1
contents	contentness	conter	contents	1
conter	contents	conterminal	conter	1
conterminal	conter	conterminant	conterminal	1
conterminant	conterminal	contermine	conterminant	1
contermine	conterminant	conterminous	contermine	1
conterminous	contermine	conterminously	conterminous	1
conterminously	conterminous	conterminousness	conterminously	1
conterminousness	conterminously	contest	conterminousness	1
contest	conterminousness	contestable	contest	1
contestable	contest	contestableness	contestable	1
contestableness	contestable	contestably	contestableness	1
contestably	contestableness	contestant	contestably	1
contestant	contestably	contestation	contestant	1
contestation	contestant	contestee	contestation	1
contestee	contestation	contester	contestee	1
contester	contestee	contestingly	contester	1
contestingly	contester	contestless	contestingly	1
contestless	contestingly	context	contestless	1
context	contestless	contextive	context	1
contextive	context	contextual	contextive	1
contextual	contextive	contextually	contextual	1
contextually	contextual	contextural	contextually	1
contextural	contextually	contexture	contextural	1
contexture	contextural	contextured	contexture	1
contextured	contexture	conticent	contextured	1
conticent	contextured	contignation	conticent	1
contignation	conticent	contiguity	contignation	1
contiguity	contignation	contiguous	contiguity	1
contiguous	contiguity	contiguously	contiguous	1
contiguously	contiguous	contiguousness	contiguously	1
contiguousness	contiguously	continence	contiguousness	1
continence	contiguousness	continency	continence	1
continency	continence	continent	continency	1
continent	continency	continental	continent	1
continental	continent	continentaler	continental	1
Continentaler	continental	continentalism	continentaler	1
continentalism	continentaler	continentalist	continentalism	1
continentalist	continentalism	continentality	continentalist	1
continentality	continentalist	continentalize	continentality	1
Continentalize	continentality	continentally	continentalize	1
continentally	continentalize	continently	continentally	1
continently	continentally	contingence	continently	1
contingence	continently	contingency	contingence	1
contingency	contingence	contingent	contingency	1
contingent	contingency	contingential	contingent	1
contingential	contingent	contingentialness	contingential	1
contingentialness	contingential	contingently	contingentialness	1
contingently	contingentialness	contingentness	contingently	1
contingentness	contingently	continuable	contingentness	1
continuable	contingentness	continual	continuable	1
continual	continuable	continuality	continual	1
continuality	continual	continually	continuality	1
continually	continuality	continualness	continually	1
continualness	continually	continuance	continualness	1
continuance	continualness	continuancy	continuance	1
continuancy	continuance	continuando	continuancy	1
continuando	continuancy	continuant	continuando	1
continuant	continuando	continuantly	continuant	1
continuantly	continuant	continuate	continuantly	1
continuate	continuantly	continuately	continuate	1
continuately	continuate	continuateness	continuately	1
continuateness	continuately	continuation	continuateness	1
continuation	continuateness	continuative	continuation	1
continuative	continuation	continuatively	continuative	1
continuatively	continuative	continuativeness	continuatively	1
continuativeness	continuatively	continuator	continuativeness	1
continuator	continuativeness	continue	continuator	1
continue	continuator	continued	continue	1
continued	continue	continuedly	continued	1
continuedly	continued	continuedness	continuedly	1
continuedness	continuedly	continuer	continuedness	1
continuer	continuedness	continuingly	continuer	1
continuingly	continuer	continuist	continuingly	1
continuist	continuingly	continuity	continuist	1
continuity	continuist	continuous	continuity	1
continuous	continuity	continuously	continuous	1
continuously	continuous	continuousness	continuously	1
continuousness	continuously	continuum	continuousness	1
continuum	continuousness	contise	continuum	1
contise	continuum	contline	contise	1
contline	contise	conto	contline	1
conto	contline	contorniate	conto	1
contorniate	conto	contorsive	contorniate	1
contorsive	contorniate	contort	contorsive	1
contort	contorsive	contortae	contort	1
Contortae	contort	contorted	contortae	1
contorted	contortae	contortedly	contorted	1
contortedly	contorted	contortedness	contortedly	1
contortedness	contortedly	contortion	contortedness	1
contortion	contortedness	contortional	contortion	1
contortional	contortion	contortionate	contortional	1
contortionate	contortional	contortioned	contortionate	1
contortioned	contortionate	contortionist	contortioned	1
contortionist	contortioned	contortionistic	contortionist	1
contortionistic	contortionist	contortive	contortionistic	1
contortive	contortionistic	contour	contortive	1
contour	contortive	contourne	contour	1
contourne	contour	contra	contourne	1
contra	contourne	contraband	contra	1
contraband	contra	contrabandage	contraband	1
contrabandage	contraband	contrabandery	contrabandage	1
contrabandery	contrabandage	contrabandism	contrabandery	1
contrabandism	contrabandery	contrabandist	contrabandism	1
contrabandist	contrabandism	contrabandista	contrabandist	1
contrabandista	contrabandist	contrabass	contrabandista	1
contrabass	contrabandista	contrabassist	contrabass	1
contrabassist	contrabass	contrabasso	contrabassist	1
contrabasso	contrabassist	contracapitalist	contrabasso	1
contracapitalist	contrabasso	contraception	contracapitalist	1
contraception	contracapitalist	contraceptionist	contraception	1
contraceptionist	contraception	contraceptive	contraceptionist	1
contraceptive	contraceptionist	contracivil	contraceptive	1
contracivil	contraceptive	contraclockwise	contracivil	1
contraclockwise	contracivil	contract	contraclockwise	1
contract	contraclockwise	contractable	contract	1
contractable	contract	contractant	contractable	1
contractant	contractable	contractation	contractant	1
contractation	contractant	contracted	contractation	1
contracted	contractation	contractedly	contracted	1
contractedly	contracted	contractedness	contractedly	1
contractedness	contractedly	contractee	contractedness	1
contractee	contractedness	contracter	contractee	1
contracter	contractee	contractibility	contracter	1
contractibility	contracter	contractible	contractibility	1
contractible	contractibility	contractibleness	contractible	1
contractibleness	contractible	contractibly	contractibleness	1
contractibly	contractibleness	contractile	contractibly	1
contractile	contractibly	contractility	contractile	1
contractility	contractile	contraction	contractility	1
contraction	contractility	contractional	contraction	1
contractional	contraction	contractionist	contractional	1
contractionist	contractional	contractive	contractionist	1
contractive	contractionist	contractively	contractive	1
contractively	contractive	contractiveness	contractively	1
contractiveness	contractively	contractor	contractiveness	1
contractor	contractiveness	contractual	contractor	1
contractual	contractor	contractually	contractual	1
contractually	contractual	contracture	contractually	1
contracture	contractually	contractured	contracture	1
contractured	contracture	contradebt	contractured	1
contradebt	contractured	contradict	contradebt	1
contradict	contradebt	contradictable	contradict	1
contradictable	contradict	contradictedness	contradictable	1
contradictedness	contradictable	contradicter	contradictedness	1
contradicter	contradictedness	contradiction	contradicter	1
contradiction	contradicter	contradictional	contradiction	1
contradictional	contradiction	contradictious	contradictional	1
contradictious	contradictional	contradictiously	contradictious	1
contradictiously	contradictious	contradictiousness	contradictiously	1
contradictiousness	contradictiously	contradictive	contradictiousness	1
